review_scores_rating
4.85
4.82
4.98
5.0
5.0
4.76
4.93
4.86
4.57
4.48
5.0
4.96
5.0
4.78
4.97
5.0
4.0
4.86
4.86
4.83
4.85
4.9
5.0
5.0
4.91
5.0
4.8
4.9
5.0
4.8
4.0
4.64
4.71
5.0
4.93
4.78
5.0
4.89
4.64
4.95
4.8
4.3
4.91
5.0
4.66
4.95
4.86
4.86
4.58
4.86
4.87
4.94
4.69
4.83
4.84
5.0
5.0
5.0
4.86
4.85
5.0
4.62
4.17
4.53
4.96
5.0
5.0
4.54
4.91
4.89
4.92
4.98
4.72
4.93
4.86
4.92
3.0
4.63
5.0
4.91
5.0
4.98
4.79
5.0
4.91
4.97
5.0
4.87
5.0
4.73
5.0
4.74
4.82
4.66
5.0
4.96
5.0
4.83
4.85
4.0
4.43
4.61
4.87
4.0
4.78
4.84
4.5
4.8
4.69
4.85
4.96
4.78
4.83
5.0
5.0
5.0
4.5
4.78
4.89
4.94
4.9
4.98
4.4
4.97
4.88
4.97
5.0
5.0
4.41
4.25
4.94
4.79
4.9
4.7
4.74
4.75
5.0
5.0
5.0
4.73
5.0
5.0
4.97
5.0
4.97
4.89
4.95
4.91
5.0
4.96
5.0
1.0
4.95
4.93
4.89
5.0
5.0
4.79
5.0
3.5
4.92
4.9
4.81
4.93
4.83
4.97
4.9
4.83
3.0
4.94
3.5
4.94
5.0
4.96
4.97
4.81
4.61
4.97
4.78
4.87
5.0
4.81
4.97
4.94
5.0
4.43
4.8
4.78
5.0
4.48
4.89
4.98
5.0
4.73
4.88
2.0
5.0
4.44
4.86
5.0
4.78
4.92
4.93
4.5
4.98
5.0
4.8
5.0
4.85
5.0
4.86
5.0
4.69
5.0
4.85
4.95
4.9
4.75
5.0
4.79
4.92
4.66
4.92
4.48
4.31
4.92
4.94
4.94
5.0
5.0
4.98
4.98
5.0
4.77
4.63
4.86
4.94
4.0
4.81
4.4
4.83
5.0
4.73
4.78
4.96
4.9
4.7
4.88
4.78
5.0
4.97
4.96
4.96
4.43
4.86
4.98
4.93
5.0
5.0
4.74
4.95
5.0
4.77
5.0
4.86
4.97
5.0
4.98
4.94
4.8
4.81
4.7
4.78
5.0
4.85
4.98
4.85
4.86
4.8
4.95
5.0
4.88
5.0
4.87
5.0
4.92
4.92
4.91
5.0
4.95
4.73
4.8
4.53
5.0
5.0
4.71
4.9
4.23
4.91
5.0
4.99
4.99
4.78
4.83
4.92
4.92
4.84
4.7
5.0
4.77
4.97
4.9
4.95
4.96
4.67
4.92
4.79
4.8
5.0
4.6
4.97
4.92
4.87
4.71
5.0
5.0
4.96
4.5
4.92
4.92
4.98
5.0
4.84
4.96
4.82
5.0
4.59
5.0
5.0
4.5
5.0
4.94
4.76
4.95
4.88
4.73
5.0
4.67
4.94
3.0
4.92
4.75
4.63
4.98
4.66
4.85
4.66
4.78
5.0
5.0
5.0
4.89
4.81
4.78
4.57
4.84
4.74
5.0
4.79
5.0
1.0
4.42
5.0
4.59
5.0
4.83
4.94
4.87
5.0
4.59
4.46
4.91
4.98
4.75
4.0
4.92
4.92
4.69
4.82
5.0
4.94
4.94
4.95
4.92
4.5
4.97
4.73
5.0
4.99
4.72
4.75
4.76
5.0
4.91
5.0
5.0
5.0
4.87
4.66
5.0
4.89
4.87
5.0
4.88
4.63
4.91
4.67
4.82
4.62
5.0
4.5
5.0
4.85
5.0
5.0
4.57
5.0
4.94
1.0
4.9
5.0
4.8
4.85
4.88
5.0
5.0
3.0
4.85
5.0
4.89
5.0
4.84
4.5
5.0
1.0
4.87
4.69
4.81
4.8
4.92
4.83
4.79
4.89
4.88
4.94
4.75
4.98
5.0
4.82
4.93
5.0
5.0
5.0
5.0
3.8
5.0
2.0
4.9
4.79
4.91
5.0
5.0
4.83
4.69
4.69
5.0
4.92
4.91
4.52
4.8
5.0
4.58
5.0
4.85
4.89
5.0
4.53
5.0
4.65
4.33
4.75
4.95
4.8
4.91
4.78
5.0
5.0
4.79
5.0
4.66
4.0
4.56
4.9
4.79
4.77
4.81
5.0
4.91
5.0
4.67
5.0
4.92
4.79
4.67
4.97
4.82
4.91
4.94
3.0
5.0
4.55
4.75
4.94
4.94
4.9
4.95
4.85
4.6
4.83
4.84
4.82
5.0
5.0
5.0
4.79
5.0
4.43
5.0
5.0
4.2
4.92
4.97
5.0
4.9
4.66
4.57
3.5
4.5
4.95
4.83
4.92
4.76
4.85
4.64
4.62
5.0
4.67
4.63
4.95
4.78
4.9
4.81
4.79
4.88
5.0
4.9
5.0
5.0
4.69
4.86
4.78
4.96
4.86
4.74
4.84
4.69
4.75
4.64
5.0
5.0
5.0
4.92
4.88
4.8
5.0
4.8
5.0
4.6
5.0
4.96
4.81
5.0
5.0
4.93
4.7
4.96
5.0
4.77
4.24
4.85
5.0
4.86
5.0
5.0
4.67
4.98
4.4
4.97
4.81
4.8
4.73
5.0
4.82
4.92
4.55
4.72
4.85
5.0
4.88
4.7
4.72
4.79
4.0
4.97
4.92
4.95
4.86
5.0
4.97
3.75
5.0
4.56
4.95
4.85
4.92
4.95
4.99
4.89
4.95
5.0
4.73
4.97
4.93
4.91
4.93
5.0
4.95
4.68
4.91
4.88
4.57
4.84
4.5
4.95
4.96
5.0
4.97
5.0
4.83
4.94
4.75
4.93
4.79
5.0
4.98
4.7
4.85
4.82
4.47
5.0
4.86
4.6
5.0
5.0
4.89
4.89
5.0
4.0
4.63
4.86
4.8
3.0
4.96
4.92
4.94
4.96
4.9
4.8
4.93
4.92
4.83
4.68
5.0
4.92
4.88
4.72
4.56
4.71
4.74
5.0
4.92
4.61
4.8
4.75
4.83
4.99
5.0
4.75
5.0
3.17
4.33
4.89
5.0
4.69
4.67
4.81
4.92
4.57
4.99
4.9
4.92
4.99
4.88
5.0
4.64
4.9
5.0
4.8
4.97
4.57
4.75
4.93
5.0
4.77
4.65
4.85
4.79
4.9
4.5
4.68
4.93
4.99
4.91
4.78
4.98
4.93
5.0
4.99
4.8
4.94
4.95
4.89
4.8
4.92
5.0
4.94
4.89
4.95
5.0
5.0
4.83
5.0
4.93
4.96
4.62
5.0
4.68
4.88
5.0
4.56
5.0
5.0
4.93
4.78
4.91
4.76
4.91
4.97
5.0
4.98
4.87
4.68
4.71
4.82
4.57
4.6
5.0
5.0
4.9
5.0
4.92
4.84
4.67
5.0
4.92
4.97
4.84
4.81
4.91
5.0
4.73
5.0
4.13
4.77
5.0
4.99
5.0
5.0
4.92
4.96
5.0
4.75
4.88
4.67
5.0
4.62
4.95
4.91
3.0
4.67
4.87
4.94
4.86
4.96
5.0
4.85
4.82
4.92
4.56
4.75
5.0
4.82
4.75
5.0
4.94
4.99
4.98
5.0
4.94
4.85
4.8
4.74
5.0
4.71
4.87
5.0
5.0
4.92
5.0
4.98
4.9
4.94
4.82
4.97
4.87
4.87
4.58
5.0
5.0
4.5
4.94
5.0
4.92
4.78
5.0
4.67
4.87
4.56
4.92
5.0
5.0
4.73
4.5
5.0
4.84
5.0
4.94
5.0
4.81
4.85
4.8
5.0
4.75
4.99
4.0
4.64
5.0
4.98
4.88
4.7
4.98
4.91
4.58
4.73
5.0
4.5
4.9
4.98
4.89
4.81
4.81
4.88
4.79
4.29
5.0
4.99
5.0
4.77
4.8
5.0
4.99
4.73
1.0
4.95
4.86
4.85
5.0
5.0
4.8
4.95
4.96
4.82
4.89
4.91
4.74
4.81
5.0
5.0
5.0
4.98
5.0
4.88
4.63
5.0
5.0
4.69
4.73
4.95
4.83
4.66
4.96
4.5
4.87
5.0
4.98
4.76
4.55
4.92
4.92
5.0
4.67
4.66
5.0
4.98
4.84
4.54
5.0
4.77
4.92
4.6
5.0
5.0
5.0
4.76
4.59
4.93
4.97
4.98
5.0
4.9
4.98
5.0
4.28
5.0
5.0
4.98
4.82
5.0
5.0
4.58
4.88
4.99
4.92
4.69
4.93
5.0
4.92
4.0
4.0
4.96
4.83
4.82
5.0
5.0
5.0
4.9
4.82
4.88
5.0
5.0
4.93
5.0
4.2
4.95
4.85
4.89
5.0
4.88
4.9
4.75
4.93
5.0
4.38
4.78
5.0
4.96
4.79
5.0
5.0
4.97
5.0
4.97
4.9
5.0
4.78
4.0
4.68
5.0
